AHQ vs DWG Highlights Worlds 2019 Main Event Group Stage AHQ eSports Club vs Damwon Gaming by Onivia-lxgtfGgRosg,AHQ,DWG,102844401154430631,2019-10-13T15:21:43.228Z,,,,,,
AHQ vs IG Highlights Worlds 2019 Main Event Group Stage AHQ eSports Club vs Invictus Gaming by Onivi-FLJghukeHKs,AHQ,IG,102844401151874719,2019-10-20T12:10:35.874Z,,,,,,
AHQ vs TL Highlights Worlds 2019 Main Event Group Stage AHQ eSports Club vs Team Liquid by Onivia-IpJqnNSCkoA,AHQ,TL,102844401153578660,2019-10-14T14:14:57.072Z,,,,,,
C9 vs G2 Highlights Worlds 2019 Main Event Group Stage Cloud9 vs G2 Esports by Onivia-v40JtnYKgBM,C9,G2,102844283025041497,2019-10-18T15:46:29.465Z,,,,,,
C9 vs GRF Highlights Worlds 2019 Main Event Group Stage Cloud9 vs Griffin by Onivia-80N2BunfMRs,C9,GRF,102844283025696858,2019-10-15T17:07:16.554Z,,,,,,
C9 vs HKA Highlights Worlds 2019 Main Event Group Stage Cloud9 vs Hong Kong Attitude by Onivia-ZV-8M7TJwS8,C9,HKA,102844283020453971,2019-10-13T17:12:54.050Z,,,,,,
CG vs FNC Highlights Worlds 2019 Main Event Group Stage Clutch Gaming vs Fnatic by Onivia-mSX_Nt0nmCg,CLU,FNC,102844341908026005,2019-10-19T13:13:00.050Z,,,,,,
CG vs MMM Highlights Worlds 2019 Play in Clutch Gaming vs MAMMOTH by Onivia-okqbXHkMUvg,CLU,MMM,102844212429550795,2019-10-04T14:53:38.361Z,,,,,,
CG vs RNG Highlights Worlds 2019 Main Event Group Stage Clutch Gaming vs Royal Never Give Up by Oniv-a53H7tcekdE,CLU,RNG,102844341906977427,2019-10-19T15:16:22.517Z,,,,,,
CG vs RY Highlights Game 1 Worlds 2019 Play in Round 2 Clutch Gaming vs Royal Youth by Onivia-Vg2SrSiKeD8,CLU,RYL,102844235752963525,2019-10-07T14:50:20.268Z,,,,,,
CG vs RY Highlights Game 2 Worlds 2019 Play in Round 2 Clutch Gaming vs Royal Youth by Onivia-vvP_vz1vAjI,CLU,RYL,102844235753356742,2019-10-07T15:41:18.258Z,,,,,,
CG vs RY Highlights Game 3 Worlds 2019 Play in Round 2 Clutch Gaming vs Royal Youth by Onivia-wyFHpUVZh3g,CLU,RYL,102844235753749959,2019-10-07T16:29:15.786Z,,,,,,
CG vs SKT Highlights Worlds 2019 Main Event Group Stage Clutch Gaming vs SK Telecom T1 by Onivia-df2hHnDw-NQ,CLU,T1,102844341906256529,2019-10-15T14:12:28.465Z,,,,,,
CG vs UOL Highlights Worlds 2019 Play in Stage Clutch Gaming vs Unicorns of Love by Onivia-IG0tuRCo8Dc,CLU,UOL,102844212430075086,2019-10-02T11:13:18.688Z,,,,,,
CG vs UOL Tiebreaker Highlights Worlds 2019 Play in Clutch Gaming vs Unicorns of Love by Onivia-hubKqsF28Gc,CLU,UOL,102905919916854804,,,,,,,
DFM vs ISG Highlights Worlds 2019 Play in Detonation FocusMe vs Isurus Gaming by Onivia-sQOtH-Ps-KE,DFM,ISG,102844212430402768,2019-10-02T14:23:58.095Z,,,,,,
DFM vs SPY Highlights Worlds 2019 Play in Detonation FocusMe vs Splyce by Onivia-iV9DLif7X2w,DFM,SPY,102844212430271695,2019-10-02T12:20:25.129Z,,,,,,
DWG vs AHQ Highlights Worlds 2019 Main Event Group Stage Damwon Gaming vs AHQ eSports Club by Onivia-gIPlbYPkYbQ,DWG,AHQ,102844401153447587,2019-10-20T15:53:37.299Z,,,,,,
DWG vs FLA Highlights Worlds 2019 Play in Damwon Gaming vs Flamengo Esports by Onivia-_QYplWVt3J4,DWG,FLA,102844224148896895,2019-10-03T13:15:48.818Z,,,,,,
DWG vs G2 Highlights Game 1 Worlds 2019 Main Event Quarter Finals Damwon Gaming vs G2 Esports by Oni-LJZUmPsUu_8,G2,DWG,102844412708953395,2019-10-27T14:57:21.485Z,,,,,,
DWG vs G2 Highlights Game 2 Worlds 2019 Main Event Quarter Finals Damwon Gaming vs G2 Esports by Oni-bUJvjzS12LM,G2,DWG,102844412709346612,2019-10-27T15:53:02.372Z,,,,,,
DWG vs G2 Highlights Game 3 Worlds 2019 Main Event Quarter Finals Damwon Gaming vs G2 Esports by Oni-j3d7Dydvv6Y,G2,DWG,102844412709674293,2019-10-27T16:56:57.144Z,,,,,,
DWG vs G2 Highlights Game 4 Worlds 2019 Main Event Quarter Finals Damwon Gaming vs G2 Esports by Oni-vIYvECCMvEs,G2,DWG,102844412710001974,2019-10-27T17:48:02.785Z,,,,,,
DWG vs IG Highlights Worlds 2019 Main Event Group Stage Damwon Gaming vs Invictus Gaming by Onivia-tCywn1EYZns,DWG,IG,102844401154168486,2019-10-20T14:59:41.605Z,,,,,,
DWG vs LK Highlights Game 1 Worlds 2019 Play in Round 2 Damwon Gaming vs Lowkey Esports by Onivia-fVr9P_ue6MI,LK,DWG,102844235746082230,2019-10-07T11:11:11.008Z,,,,,,
DWG vs LK Highlights Game 2 Worlds 2019 Play in Round 2 Damwon Gaming vs Lowkey Esports by Onivia-G_n0rlLRfsw,LK,DWG,102844235746475447,2019-10-07T12:11:58.095Z,,,,,,
DWG vs LK Highlights Game 3 Worlds 2019 Play in Round 2 Damwon Gaming vs Lowkey Esports by Onivia-6vtpcvw1vp8,LK,DWG,102844235746868664,2019-10-07T13:08:32.084Z,,,,,,
DWG vs LK Highlights Game 4 Worlds 2019 Play in Round 2 Damwon Gaming vs Lowkey Esports by Onivia-1dhaR-EvcUk,LK,DWG,102844235747261881,2019-10-07T14:01:00.170Z,,,,,,
DWG vs RY Highlights Worlds 2019 Play in Damwon Gaming vs Royal Youth by Onivia-A61PodOr5TM,DWG,RYL,102844224147717245,2019-10-05T10:11:20.575Z,,,,,,
DWG vs TL Highlights Worlds 2019 Main Event Group Stage Damwon Gaming vs Team Liquid by Onivia-Ho-dnYgPdiw,DWG,TL,102844401152071328,2019-10-12T15:34:43.855Z,,,,,,
FLA vs DWG Highlights Worlds 2019 Play in Flamengo Esports vs Damwon Gaming by Onivia-CWEgTq7oxEM,FLA,DWG,102844224145685626,2019-10-05T12:07:23.082Z,,,,,,
FLA vs RY Highlights Worlds 2019 Play in Flamengo Esports vs Royal Youth by Onivia-cScbiv5QAQU,FLA,RYL,102844224146930812,2019-10-05T13:55:29.051Z,,,,,,
FLA vs RY Tiebreaker Highlights Worlds 2019 Play in Flamengo Esports vs Royal Youth by Onivia-MvbKxiWe9-4,RYL,FLA,102910307641576395,2019-10-05T15:54:09.048Z,,,,,,
FNC vs CG Highlights Worlds 2019 Main Event Group Stage Fnatic vs Clutch Gaming by Onivia-Vn8V6bGEgN8,FNC,CLU,102844341909598870,2019-10-13T13:17:57.652Z,,,,,,
FNC vs RNG Highlights Worlds 2019 Main Event Group Stage Fnatic vs Royal Never Give Up by Onivia-OHRLemwLhf0,FNC,RNG,102844341912679064,2019-10-19T17:06:57.200Z,,,,,,
FNC vs SKT Highlights Worlds 2019 Group Stage Fnatic vs SK Telecom T1 by Onivia-5IcSqrmb-gA,FNC,T1,102844341902586509,2019-10-12T12:20:31.376Z,,,,,,
FPX vs FNC Highlights Game 1 Worlds 2019 Main Event Quarter Finals FunPlus Phoenix vs Fnatic by Oniv-ZBA3XIfuVAY,FPX,FNC,102844412706659630,2019-10-26T14:23:30.385Z,,,,,,
FPX vs FNC Highlights Game 2 Worlds 2019 Main Event Quarter Finals FunPlus Phoenix vs Fnatic by Oniv-tMqQrNSaq5w,FPX,FNC,102844412706987311,2019-10-26T15:11:28.601Z,,,,,,
FPX vs FNC Highlights Game 3 Worlds 2019 Main Event Quarter Finals FunPlus Phoenix vs Fnatic by Oniv-HMqRO_BUebo,FPX,FNC,102844412707380528,2019-10-26T15:57:02.660Z,,,,,,
FPX vs FNC Highlights Game 4 Worlds 2019 Main Event Quarter Finals FunPlus Phoenix vs Fnatic by Oniv-El1bIeoA9i0,FPX,FNC,102844412707708209,2019-10-26T16:44:01.456Z,,,,,,
FPX vs GAM Highlights Worlds 2019 Main Event Group Stage FunPlus Phoenix vs GAM Esports by Onivia-z3c5QxqMS1c,FPX,GAM,102844294667995333,2019-10-15T15:05:13.614Z,,,,,,
FPX vs JT Highlights Worlds 2019 Main Event Group Stage FunPlus Phoenix vs J Team by Onivia-e_Um8EEk2PY,FPX,JT,102844294669109446,2019-10-17T17:44:51.084Z,,,,,,
FPX vs SPY Highlights Worlds 2019 Main Event Group Stage FunPlus Phoenix vs Splyce by Onivia-U8sPV0fHwqw,FPX,SPY,102844294669568199,2019-10-14T15:20:07.791Z,,,,,,
FPX vs SPY Tiebreaker Highlights Worlds 2019 Main Event Group Stage FunPlus Phoenix vs Splyce by Oni-kyfBb_GYXus,FPX,SPY,102979081290790284,2019-10-17T18:36:53.197Z,,,,,,
G2 vs C9 Highlights Worlds 2019 Main Event Group Stage G2 Esports vs Cloud9 by Onivia-Cx4q-KB6-MA,G2,C9,102844283023599703,2019-10-14T18:25:14.304Z,,,,,,
G2 vs FPX Highlights Game 1 Worlds 2019 Grand Final G2 Esports vs FunPlus Phoenix by Onivia-xd5b35E79do,FPX,G2,102844412720618818,2019-11-10T12:40:36.099Z,,,,,,
G2 vs FPX Highlights Game 2 Worlds 2019 Grand Final G2 Esports vs FunPlus Phoenix by Onivia-1W8btz0330Y,FPX,G2,102844412721012035,2019-11-10T13:51:14.258Z,,,,,,
G2 vs FPX Highlights Game 3 Worlds 2019 Grand Final G2 Esports vs FunPlus Phoenix by Onivia-trzajAYw6R4,FPX,G2,102844412721339716,2019-11-10T14:49:26.226Z,,,,,,
G2 vs GRF Highlights Worlds 2019 Main Event Group Stage G2 Esports vs Griffin by Onivia-cyv0k6UY6z8,G2,GRF,102844283019929682,2019-10-18T17:35:22.400Z,,,,,,
G2 vs GRF Tiebreaker Highlights Worlds 2019 Main Event Group Stage G2 Esports vs Griffin by Onivia-vOdsUOqLnBQ,G2,GRF,102984708146564216,2019-10-18T18:28:15.359Z,,,,,,
G2 vs HKA Highlights Worlds 2019 Main Event Group Stage G2 Esports vs Hong Kong Attitude by Onivia-QQB9aAyovjc,G2,HKA,102844283026548827,2019-10-18T13:59:59.869Z,,,,,,
G2 vs SKT Highlights Game 1 Worlds 2019 Semi Finals G2 Esports vs SK Telecom T1 by Onivia-n3J-N6XLkzI,T1,G2,102844412722519367,2019-11-03T11:15:39.545Z,,,,,,
G2 vs SKT Highlights Game 2 Worlds 2019 Semi Finals G2 Esports vs SK Telecom T1 by Onivia-70TOHinPvMI,T1,G2,102844412722847048,2019-11-03T12:10:46.200Z,,,,,,
G2 vs SKT Highlights Game 3 Worlds 2019 Semi Finals G2 Esports vs SK Telecom T1 by Onivia-i0PKbSyBvNA,T1,G2,102844412723174729,2019-11-03T13:08:27.814Z,,,,,,
G2 vs SKT Highlights Game 4 Worlds 2019 Semi Finals G2 Esports vs SK Telecom T1 by Onivia-hGrZF6JO3zM,T1,G2,102844412723567946,2019-11-03T14:07:15.742Z,,,,,,
GAM vs FPX Highlights Worlds 2019 Main Event Group Stage GAM Esports vs FunPlus Phoenix by Onivia-zMd3XPYDWB8,GAM,FPX,102844294674876621,2019-10-17T13:12:02.382Z,,,,,,
GAM vs JT Highlights Worlds 2019 Main Event Group Stage GAM Esports vs J Team by Onivia-8dvCzbCkehM,GAM,JT,102844294666881219,2019-10-17T14:58:13.091Z,,,,,,
GAM vs SPY Highlights Worlds 2019 Main Event Group Stage GAM Esports vs Splyce by Onivia-lZlDbIYCTHM,GAM,SPY,102844294667405508,2019-10-12T17:46:34.471Z,,,,,,
GRF vs C9 Highlights Worlds 2019 Main Event Group Stage Griffin vs Cloud9 by Onivia-N8dTT_VyML0,GRF,C9,102844283022747733,2019-10-18T13:10:51.411Z,,,,,,
GRF vs G2 Highlights Worlds 2019 Main Event Group Stage Griffin vs G2 Esports by Onivia-_xUY4ujF7YE,GRF,G2,102844283027531868,2019-10-13T16:15:22.817Z,,,,,,
GRF vs HKA Highlights Worlds 2019 Main Event Group Stage Griffin vs Hong Kong Attitude by Onivia-XjVmDPQ4ElE,GRF,HKA,102844283027925085,2019-10-14T17:23:35.203Z,,,,,,
GRF vs IG Highlights Game 1 Worlds 2019 Main Event Quarter Finals Griffin vs Invictus Gaming by Oniv-Bt6OoRQMCww,IG,GRF,102844412704496937,2019-10-26T10:17:38.639Z,,,,,,
GRF vs IG Highlights Game 2 Worlds 2019 Main Event Quarter Finals Griffin vs Invictus Gaming by Oniv-bmSrJeYF2dc,IG,GRF,102844412704890154,2019-10-26T11:22:16.079Z,,,,,,
GRF vs IG Highlights Game 3 Worlds 2019 Main Event Quarter Finals Griffin vs Invictus Gaming by Oniv-Cft0ByfL3jw,IG,GRF,102844412705217835,2019-10-26T12:17:27.851Z,,,,,,
GRF vs IG Highlights Game 4 Worlds 2019 Main Event Quarter Finals Griffin vs Invictus Gaming by Oniv-dSreV8Aij-Y,IG,GRF,102844412705545516,2019-10-26T13:13:58.179Z,,,,,,
HKA vs C9 Highlights Worlds 2019 Main Event Group Stage Hong Kong Attitude vs Cloud9 by Onivia-VxwlSoamNwg,HKA,C9,102844283022223444,2019-10-18T16:42:47.354Z,,,,,,
HKA vs G2 Highlights Worlds 2019 Main Event Group Stage Hong Kong Attitude vs G2 Esports by Onivia-xOpKTz9QaiE,HKA,G2,102844283023206486,2019-10-15T18:14:13.691Z,,,,,,
HKA vs GRF Highlights Worlds 2019 Main Event Group Stage Hong Kong Attitude vs Griffin by Onivia-HmQnDGzy7b0,HKA,GRF,102844283024648280,2019-10-18T14:52:35.295Z,,,,,,
HKA vs ISG Highlights Game 1 Worlds 2019 Play in Round 2 Hong Kong Attitude vs Isurus Gaming by Oniv-cYTiqXS54Bs,HKA,ISG,102844235750997440,2019-10-08T11:11:22.410Z,,,,,,
HKA vs ISG Highlights Game 2 Worlds 2019 Play in Round 2 Hong Kong Attitude vs Isurus Gaming by Oniv-5EESnrKrLOs,HKA,ISG,102844235751390657,2019-10-08T11:59:40.165Z,,,,,,
HKA vs ISG Highlights Game 3 Worlds 2019 Play in Round 2 Hong Kong Attitude vs Isurus Gaming by Oniv-pYqLLzwZI3o,HKA,ISG,102844235751783874,2019-10-08T12:53:28.763Z,,,,,,
HKA vs ISG Highlights Game 4 Worlds 2019 Play in Round 2 Hong Kong Attitude vs Isurus Gaming by Oniv-bLDyZlWZh9Y,HKA,ISG,102844235752111555,2019-10-08T13:54:58.321Z,,,,,,
HKA vs LK Highlights Worlds 2019 Play in Hong Kong Attitude vs Lowkey Esports by Onivia-Jln6zAr7PRk,HKA,LK,102844212429419722,2019-10-03T16:03:18.683Z,,,,,,
HKA vs MEGA Highlights Worlds 2019 Play in Hong Kong Attitude vs MEGA by Onivia-blcmvTqCEQk,HKA,MG,102844212431975640,2019-10-05T11:05:08.195Z,,,,,,
IG vs AHQ Highlights Worlds 2019 Group Stage Invictus Gaming vs AHQ Esports by Onivia-_ZbNFyD4Gt8,IG,AHQ,102844401153971877,2019-10-12T14:34:05.075Z,,,,,,
IG vs DWG Highlights Worlds 2019 Main Event Group Stage Invictus Gaming vs Damwon Gaming by Onivia-Wtj5ugSWjWo,IG,DWG,102844401152267937,2019-10-14T13:12:16.316Z,,,,,,
IG vs FPX Highlights Game 1 Worlds 2019 Semi Finals Invictus Gaming vs FunPlus Phoenix by Onivia-2-zaOZoyUU4,FPX,IG,102844412711116088,2019-11-02T11:16:15.823Z,,,,,,
IG vs FPX Highlights Game 2 Worlds 2019 Semi Finals Invictus Gaming vs FunPlus Phoenix by Onivia-YikFt3ztrrI,FPX,IG,102844412711443769,2019-11-02T12:04:41.541Z,,,,,,
IG vs FPX Highlights Game 3 Worlds 2019 Semi Finals Invictus Gaming vs FunPlus Phoenix by Onivia-rZ3IFof8D2Q,FPX,IG,102844412711836986,2019-11-02T13:09:00.394Z,,,,,,
IG vs FPX Highlights Game 4 Worlds 2019 Semi Finals Invictus Gaming vs FunPlus Phoenix by Onivia-jLzQkW5lzFs,FPX,IG,102844412712164667,2019-11-02T13:54:50.026Z,,,,,,
IG vs TL Highlights Worlds 2019 Main Event Group Stage Invictus Gaming vs Team Liquid by Onivia-k5HeQ5KCoeE,IG,TL,102844401152857762,2019-10-20T16:48:35.567Z,,,,,,
ISG vs DFM Highlights Worlds 2019 Play in Isurus Gaming vs Detonation FocusMe by Onivia-4vMczpyYLrs,ISG,DFM,102844212430927059,2019-10-04T13:25:48.193Z,,,,,,
ISG vs SPY Highlights Worlds 2019 Play in Isurus Gaming vs Splyce by Onivia-iGAtFv6d1XA,ISG,SPY,102844212431320277,2019-10-04T15:41:39.457Z,,,,,,
JT vs FPX Highlights Worlds 2019 Main Event Group Stage J Team vs FunPlus Phoenix by Onivia--Fu1avPqP4s,JT,FPX,102844294670878922,2019-10-12T16:38:01.005Z,,,,,,
JT vs GAM Highlights Worlds 2019 Main Event Group Stage J Team vs GAM Esports by Onivia-3YjwimnwMnE,JT,GAM,102844294670551241,2019-10-14T16:20:33.293Z,,,,,,
JT vs SPY Highlights Worlds 2019 Main Event Group Stage J Team vs Splyce by Onivia-h4pBLbKTJEw,JT,SPY,102844294670026952,2019-10-17T14:04:41.413Z,,,,,,
LK vs HKA Highlights Worlds 2019 Play in Lowkey Esports vs Hong Kong Attitude by Onivia-Pp-PBcsTHoc,LK,HKA,102844212431516886,2019-10-05T14:59:52.297Z,,,,,,
LK vs MEGA Highlights Worlds 2019 Play in Lowkey Esports vs MEGA by Onivia-jcjHuudff40,LK,MG,102844212429944013,2019-10-05T12:58:31.291Z,,,,,,
MEGA vs HKA Highlights Worlds 2019 Play in MEGA vs Hong Kong Attitude by Onivia-Jm35zK4OIJU,MG,HKA,102844212428895431,2019-10-03T12:15:10.018Z,,,,,,
MEGA vs LK Highlights Worlds 2019 Play in MEGA vs Lowkey Esports by Onivia-cIDtffMNM9k,MG,LK,102844212430730450,2019-10-03T14:10:23.059Z,,,,,,
MMM vs CG Highlights Worlds 2019 Play in MAMMOTH vs Clutch Gaming by Onivia-R5zxRincCKc,MMM,CLU,102844212430599377,2019-10-02T15:28:36.590Z,,,,,,
MMM vs UOL Highlights Worlds 2019 Play in MAMMOTH vs Unicorns of Love by Onivia-ulcs91aPzuU,MMM,UOL,102844212429092040,2019-10-02T13:20:18.470Z,,,,,,
RNG vs CG Highlights Worlds 2019 Group Stage Royal Never Give Up vs Clutch Gaming by Onivia-N_696TlK_HE,RNG,CLU,102844341905404560,2019-10-12T13:31:38.273Z,,,,,,
RNG vs FNC Highlights Worlds 2019 Main Event Group Stage Royal Never Give Up vs Fnatic by Onivia-cvCm7Nl6F-w,RNG,FNC,102844341906649746,2019-10-15T13:10:55.701Z,,,,,,
RNG vs SKT Highlights Worlds 2019 Main Event Group Stage Royal Never Give Up vs SK Telecom T1 by Oni-52QJcACLtbE,RNG,T1,102844341904683662,2019-10-19T12:13:55.056Z,,,,,,
RY vs DWG Highlights Worlds 2019 Play in Royal Youth vs Damwon Gaming by Onivia-I--PypZqQ00,RYL,DWG,102844224148503678,2019-10-03T11:11:38.059Z,,,,,,
RY vs FLA Highlights Worlds 2019 Play in Royal Youth vs Flamengo Esports by Onivia-Jit_l-YYkwY,RYL,FLA,102844224146472059,2019-10-03T15:14:05.007Z,,,,,,
SKT vs CG Highlights Worlds 2019 Main Event Group Stage SK Telecom T1 vs Clutch Gaming by Onivia-GfYK4_ypleQ,T1,CLU,102844341912220311,2019-10-19T16:10:36.611Z,,,,,,
SKT vs FNC Highlights Worlds 2019 Main Event Group Stage SK Telecom T1 vs Fnatic by Onivia-tT1YMK8Uxy0,T1,FNC,102844341905011343,2019-10-19T14:26:02.570Z,,,,,,
SKT vs RNG Highlights Worlds 2019 Main Event Group Stage SK Telecom T1 vs Royal Never Give Up by Oni-4gP6pRbRwB8,T1,RNG,102844341907370644,2019-10-13T12:11:38.083Z,,,,,,
SKT vs SPY Highlights Game 1 Worlds 2019 Main Event Quarter Finals SK Telecom T1 vs Splyce by Onivia-s_wZ32uMbcs,SPY,T1,102844412716227901,2019-10-27T11:15:56.659Z,,,,,,
SKT vs SPY Highlights Game 2 Worlds 2019 Main Event Quarter Finals SK Telecom T1 vs Splyce by Onivia-EaDnnSSKSpE,SPY,T1,102844412716686654,2019-10-27T12:06:03.848Z,,,,,,
SKT vs SPY Highlights Game 3 Worlds 2019 Main Event Quarter Finals SK Telecom T1 vs Splyce by Onivia-engQgwc8Owk,SPY,T1,102844412717014335,2019-10-27T12:54:36.092Z,,,,,,
SKT vs SPY Highlights Game 4 Worlds 2019 Main Event Quarter Finals SK Telecom T1 vs Splyce by Onivia-iTgFTd8QoUk,SPY,T1,102844412717407552,2019-10-27T13:46:56.061Z,,,,,,
SPY vs DFM Highlights Worlds 2019 Play in Splyce vs Detonation FocusMe by Onivia-jivT8fVLXQw,SPY,DFM,102844212431779031,2019-10-04T11:23:08.602Z,,,,,,
SPY vs FPX Highlights Worlds 2019 Main Event Group Stage Splyce vs FunPlus Phoenix by Onivia-8qbyDLxEI-0,SPY,FPX,102844294671796427,2019-10-17T15:47:45.836Z,,,,,,
SPY vs GAM Highlights Worlds 2019 Main Event Group Stage Splyce vs GAM Esports by Onivia-vSeGfn478uM,SPY,GAM,102844294666422466,2019-10-17T16:45:23.873Z,,,,,,
SPY vs ISG Highlights Worlds 2019 Play in Splyce vs Isurus Gaming by Onivia-1LBRGjzdO-U,SPY,ISG,102844212429747404,2019-10-02T16:31:13.432Z,,,,,,
SPY vs JT Highlights Worlds 2019 Main Event Group Stage Splyce vs J Team by Onivia-eEhz5M1dyrI,SPY,JT,102844294674286796,2019-10-15T15:59:35.042Z,,,,,,
TL vs AHQ Highlights Worlds 2019 Main Event Group Stage Team Liquid vs AHQ eSports Club by Onivia-ypJEHump6ew,TL,AHQ,102844401156069033,2019-10-20T14:06:09.615Z,,,,,,
TL vs DWG Highlights Worlds 2019 Main Event Group Stage Team Liquid vs Damwon Gaming by Onivia-7DyTNM0LCIQ,TL,DWG,102844401151219358,2019-10-20T13:09:52.543Z,,,,,,
TL vs IG Highlights Worlds 2019 Main Event Group Stage Team Liquid vs Invictus Gaming by Onivia-_fc1KpyG2Ok,TL,IG,102844401155937960,2019-10-13T14:22:06.790Z,,,,,,
UOL vs CG Highlights Worlds 2019 Play in Unicorns of Love vs Clutch Gaming by Onivia-Ucv9SQ3AjcY,UOL,CLU,102844212429288649,2019-10-04T10:11:32.035Z,,,,,,
UOL vs MMM Highlights Worlds 2019 Play in Unicorns of Love vs MAMMOTH by Onivia-fhj0DQdGnEI,UOL,MMM,102844212431058132,2019-10-04T12:20:34.084Z,,,,,,
UOL vs MMM Tiebreaker Highlights Worlds 2019 Play in Unicorns of Love vs MAMMOTH by Onivia-Vhix7SiQ-3Y,MMM,UOL,102904869420860038,2019-10-04T16:47:13.652Z,,,,,,
UOL vs SPY Highlights Game 1 Worlds 2019 Play in Round 2 Unicorns of Love vs Splyce by Onivia-y_Q7iA4ugHY,UOL,SPY,102844235747982779,2019-10-08T15:00:37.538Z,,,,,,
UOL vs SPY Highlights Game 2 Worlds 2019 Play in Round 2 Unicorns of Love vs Splyce by Onivia-sBDr3z_uL38,UOL,SPY,102844235748310460,2019-10-08T16:07:18.00Z,,,,,,
UOL vs SPY Highlights Game 3 Worlds 2019 Play in Round 2 Unicorns of Love vs Splyce by Onivia-slxIOuTqyeU,UOL,SPY,102844235748703677,2019-10-08T16:59:12.117Z,,,,,,
UOL vs SPY Highlights Game 4 Worlds 2019 Play in Round 2 Unicorns of Love vs Splyce by Onivia-uKup4lpKQfI,UOL,SPY,102844235749031358,2019-10-08T17:49:29.058Z,,,,,,
UOL vs SPY Highlights Game 5 Worlds 2019 Play in Round 2 Unicorns of Love vs Splyce by Onivia-ElPvI_lM3Rk,UOL,SPY,102844235749424575,2019-10-08T18:52:35.238Z,,,,,,