replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
False,0,0,0,0,0,0,"[0, 0]"
replay,tower_blue,gold_blue,kill_blue,kill_red,gold_red,tower_red,status
